Score1	Score2	Pearson
DWT Correlation	Stein Scott Similarity	0.842351469109646
DWT Correlation	Stein Scott Similarity Nist	0.90987840178357
DWT Correlation	Pearson Correlation	0.846753931256863
DWT Correlation	Spearman Correlation	0.731229676491558
DWT Correlation	Kendall Tau Correlation	0.733623519075623
DWT Correlation	Euclidean Distance	-0.669772711811771
DWT Correlation	Manhattan Distance	-0.370540189185414
DWT Correlation	Jaccard Distance	-0.860572985277072
DWT Correlation	DWT Correlation	1
DWT Correlation	DFT Correlation	0.964047199145085
DWT Correlation	Chebyshev Distance	-0.656038594394084
DWT Correlation	Squared Euclidean Distance	-0.593891151134914
DWT Correlation	Fidelity Similarity	0.795991890567792
DWT Correlation	Matusita Distance	-0.566069940850973
DWT Correlation	Squared-chord Distance	-0.497062590906036
DWT Correlation	Harmonic mean Distance	0.829430376808794
DWT Correlation	Pearson Chi Squared Distance	-0.10942581349034
DWT Correlation	Neyman Chi Squared Distance	-0.469806720058701
DWT Correlation	Probabilistic symmetric X2 Distance	-0.451182791064508
DWT Correlation	Topsoe Distance	-0.472460656923626
DWT Correlation	Chernoff Distance	-0.638648943953232
DWT Correlation	Ruzicka Distance	-0.917115558721913
DWT Correlation	Roberts Distance	-0.893119930775976
DWT Correlation	Motyka Distance	0.908461758747882
DWT Correlation	Canberra Distance	0.0814539599852812
DWT Correlation	Canberra Metric	-0.682892360988961
DWT Correlation	Kulczynski 1 Distance	-0.0972678592080472
DWT Correlation	Lorentzian Distance	-0.324882422788822
DWT Correlation	Clark Distance	0.0465697659559485
DWT Correlation	Hellinger Distance	-0.566069940850888
DWT Correlation	Whittaker index of association Distance	-0.171642615676304
DWT Correlation	Spectral Contrast Angle	-0.864946295440914
DWT Correlation	Wave Hedges Distance	0.102916300223123
DWT Correlation	Dice Similarity	0.850994552119161
DWT Correlation	Inner Product Distance	-0.826757646683915
DWT Correlation	Divergence Distance	0.0499887094497837
DWT Correlation	Jensen Differences Distance	-0.472460656923626
DWT Correlation	Kumar Johnson Distance	-0.0772103413406458
DWT Correlation	Avg (L1, L8) Distance	-0.399454755945909
DWT Correlation	Vicis Wave Hadges Distance	-0.0751052831134195
DWT Correlation	Vicis-Symmetric X2 1 Distance	-0.0606458680925685
DWT Correlation	Vicis-Symmetric X2 2 Distance	-0.109585261526931
DWT Correlation	Vicis-Symmetric X2 3 Distance	-0.429098350017071
DWT Correlation	Max Symmetric Chi Squared Distance	-0.109425789994381
DWT Correlation	Min Symmetric Chi Squared Distance	-0.470869148917031
DWT Correlation	Additive Symmetric Chi Squared	-0.109585261526931
DWT Correlation	Battacharya Distance	-0.465598258584264
DWT Correlation	Generalized Ochai Index	-0.909695903249654
DWT Correlation	Gower Distance	-0.481464839385218
DWT Correlation	Improved Square Root Cosine Similarity	0.550963063018518
DWT Correlation	Intersection Similarity	0.842380051612479
DWT Correlation	J Divergence	-0.545182705560903
DWT Correlation	Jensen Shannon Index	-0.472460656923626
DWT Correlation	K Divergence	-0.306014788422948
DWT Correlation	VW6	-0.470869148917031
DWT Correlation	VW5	-0.109425789994381
DWT Correlation	VW4	-0.429098350017071
DWT Correlation	VW3	-0.109585261526931
DWT Correlation	VW2	-0.0606458680925685
DWT Correlation	VW1	-0.0751052831134195
DWT Correlation	Taneja Divergence	-0.546583236587916
DWT Correlation	Symmetric Chi Squared Distance	-0.0751052831134197
DWT Correlation	Squared Chi Squared Distance	-0.451182791064508
DWT Correlation	Square Root Cosine Correlation	0.760233294792041
DWT Correlation	Sorensen Distance	-0.90846175874788
DWT Correlation	Minokowski 3 Distance	-0.741293077700397
DWT Correlation	Minokowski 4 Distance	-0.753585681547957
DWT Correlation	Kumar Johnson Divergence	-0.0772103413406458
DWT Correlation	Kumar Hassebrook Similarity	0.860572985277072
DWT Correlation	Kullback Leibler Divergence	-0.390671842330675
DWT Correlation	Soergel Distance	-0.917115558721913
DFT Correlation	Spectral Similarity Score	0.817315393181583
DFT Correlation	Weighted Cosine Correlation	0.924730513738894
DFT Correlation	Cosine Correlation	0.817315393181583
DFT Correlation	Stein Scott Similarity	0.869316788301907
DFT Correlation	Stein Scott Similarity Nist	0.936511392061614
DFT Correlation	Pearson Correlation	0.804524431000436
DFT Correlation	Spearman Correlation	0.760741711130518
DFT Correlation	Kendall Tau Correlation	0.763781111660655
DFT Correlation	Euclidean Distance	-0.604103385330019
DFT Correlation	Manhattan Distance	-0.308683855898878
DFT Correlation	Jaccard Distance	-0.821779967224377
DFT Correlation	DWT Correlation	0.964047199145085
DFT Correlation	DFT Correlation	1
DFT Correlation	Chebyshev Distance	-0.61581091099853
DFT Correlation	Squared Euclidean Distance	-0.528267485488732
DFT Correlation	Fidelity Similarity	0.814828301410126
DFT Correlation	Matusita Distance	-0.519258930114796
DFT Correlation	Squared-chord Distance	-0.449129394873508
DFT Correlation	Harmonic mean Distance	0.836147026794862
DFT Correlation	Pearson Chi Squared Distance	-0.136427552720025
DFT Correlation	Neyman Chi Squared Distance	-0.482370119434933
DFT Correlation	Probabilistic symmetric X2 Distance	-0.395377272284448
DFT Correlation	Topsoe Distance	-0.419927745122444
DFT Correlation	Chernoff Distance	-0.67298340732445
DFT Correlation	Ruzicka Distance	-0.894941866203477
DFT Correlation	Roberts Distance	-0.868080992686054
DFT Correlation	Motyka Distance	0.890469478174785
DFT Correlation	Canberra Distance	0.0550943418819372
DFT Correlation	Canberra Metric	-0.689652881770383
DFT Correlation	Kulczynski 1 Distance	-0.12488946285847
DFT Correlation	Lorentzian Distance	-0.265601664162961
DFT Correlation	Clark Distance	0.019575979083031
DFT Correlation	Hellinger Distance	-0.519258930114849
DFT Correlation	Whittaker index of association Distance	-0.187300661183719
DFT Correlation	Spectral Contrast Angle	-0.82871770475895
DFT Correlation	Wave Hedges Distance	0.076976428716621
DFT Correlation	Dice Similarity	0.817318620628664
DFT Correlation	Inner Product Distance	-0.808143562028869
DFT Correlation	Divergence Distance	0.022890708157454
DFT Correlation	Jensen Differences Distance	-0.419927745122444
DFT Correlation	Kumar Johnson Distance	-0.101899384278574
DFT Correlation	Avg (L1, L8) Distance	-0.336626827140279
DFT Correlation	Vicis Wave Hadges Distance	-0.103675508503433
DFT Correlation	Vicis-Symmetric X2 1 Distance	-0.0832558861097655
DFT Correlation	Vicis-Symmetric X2 2 Distance	-0.136591037608655
DFT Correlation	Vicis-Symmetric X2 3 Distance	-0.37090633859277
DFT Correlation	Max Symmetric Chi Squared Distance	-0.136427569225301
DFT Correlation	Min Symmetric Chi Squared Distance	-0.483367906266815
DFT Correlation	Additive Symmetric Chi Squared	-0.136591037608655
DFT Correlation	Battacharya Distance	-0.516589195791585
DFT Correlation	Generalized Ochai Index	-0.890293974417194
DFT Correlation	Gower Distance	-0.41845806908513
DFT Correlation	Improved Square Root Cosine Similarity	0.563973564333171
DFT Correlation	Intersection Similarity	0.838964762557946
DFT Correlation	J Divergence	-0.514319415312306
DFT Correlation	Jensen Shannon Index	-0.419927745122444
DFT Correlation	K Divergence	-0.286588322377359
DFT Correlation	VW6	-0.483367906266815
DFT Correlation	VW5	-0.136427569225301
DFT Correlation	VW4	-0.37090633859277
DFT Correlation	VW3	-0.136591037608655
DFT Correlation	VW2	-0.0832558861097655
DFT Correlation	VW1	-0.103675508503433
DFT Correlation	Taneja Divergence	-0.516905416871993
DFT Correlation	Symmetric Chi Squared Distance	-0.103675508503433
DFT Correlation	Squared Chi Squared Distance	-0.395377272284448
DFT Correlation	Square Root Cosine Correlation	0.745816203248594
DFT Correlation	Sorensen Distance	-0.890469478174784
DFT Correlation	Minokowski 3 Distance	-0.684101441865432
DFT Correlation	Minokowski 4 Distance	-0.702072062332397
DFT Correlation	Kumar Johnson Divergence	-0.101899384278574
DFT Correlation	Kumar Hassebrook Similarity	0.821779967224377
DFT Correlation	Kullback Leibler Divergence	-0.406720455432576
DFT Correlation	Soergel Distance	-0.894941866203477
Chebyshev Distance	Spectral Similarity Score	-0.737106901453709
Chebyshev Distance	Weighted Cosine Correlation	-0.49968338532678
Chebyshev Distance	Cosine Correlation	-0.737106901453709
Chebyshev Distance	Stein Scott Similarity	-0.425546764968414
Chebyshev Distance	Stein Scott Similarity Nist	-0.491153132835614
Chebyshev Distance	Pearson Correlation	-0.731802505151445
Chebyshev Distance	Spearman Correlation	-0.381107520139298
Chebyshev Distance	Kendall Tau Correlation	-0.382531016045058
Chebyshev Distance	Euclidean Distance	0.688811575678821
Chebyshev Distance	Manhattan Distance	0.343488131512335
Chebyshev Distance	Jaccard Distance	0.825166120826807
Chebyshev Distance	DWT Correlation	-0.656038594394084
Chebyshev Distance	DFT Correlation	-0.61581091099853
Chebyshev Distance	Chebyshev Distance	1
Chebyshev Distance	Squared Euclidean Distance	0.562749144541562
Chebyshev Distance	Fidelity Similarity	-0.460615443139124
Chebyshev Distance	Matusita Distance	0.44060287387301
Chebyshev Distance	Squared-chord Distance	0.372172793440098
Chebyshev Distance	Harmonic mean Distance	-0.513927785821037
Chebyshev Distance	Pearson Chi Squared Distance	0.109394869274674
Chebyshev Distance	Neyman Chi Squared Distance	0.313894043741946
Chebyshev Distance	Probabilistic symmetric X2 Distance	0.366212388236812
Chebyshev Distance	Topsoe Distance	0.370065513050245
Chebyshev Distance	Chernoff Distance	0.335510693281417
Chebyshev Distance	Ruzicka Distance	0.718329921715619
Chebyshev Distance	Roberts Distance	0.719185179406445
Chebyshev Distance	Motyka Distance	-0.680132608712053
Chebyshev Distance	Canberra Distance	-0.012095769366242
Chebyshev Distance	Canberra Metric	0.365380094544884
Chebyshev Distance	Kulczynski 1 Distance	0.0379787394811049
Chebyshev Distance	Lorentzian Distance	0.299566750670274
Chebyshev Distance	Clark Distance	0.00239743001723933
Chebyshev Distance	Hellinger Distance	0.440602873872975
Chebyshev Distance	Whittaker index of association Distance	0.184004048043635
Chebyshev Distance	Spectral Contrast Angle	0.784359648172609
Chebyshev Distance	Wave Hedges Distance	-0.020892889669842
Chebyshev Distance	Dice Similarity	-0.744702807348465
Chebyshev Distance	Inner Product Distance	0.621301650702721
Chebyshev Distance	Divergence Distance	-5.84966756599505e-05
Chebyshev Distance	Jensen Differences Distance	0.370065513050245
Chebyshev Distance	Kumar Johnson Distance	0.0831885031954003
Chebyshev Distance	Avg (L1, L8) Distance	0.392094999710119
Chebyshev Distance	Vicis Wave Hadges Distance	0.0679205611281675
Chebyshev Distance	Vicis-Symmetric X2 1 Distance	0.0635892986375151
Chebyshev Distance	Vicis-Symmetric X2 2 Distance	0.109501059816339
Chebyshev Distance	Vicis-Symmetric X2 3 Distance	0.360915461100097
Chebyshev Distance	Max Symmetric Chi Squared Distance	0.109395122252515
Chebyshev Distance	Min Symmetric Chi Squared Distance	0.313855230512432
Chebyshev Distance	Additive Symmetric Chi Squared	0.109501059816339
Chebyshev Distance	Battacharya Distance	0.230897474442232
Chebyshev Distance	Generalized Ochai Index	0.681798303602628
Chebyshev Distance	Gower Distance	0.342231213641889
Chebyshev Distance	Improved Square Root Cosine Similarity	-0.394003310473052
Chebyshev Distance	Intersection Similarity	-0.569602274509062
Chebyshev Distance	J Divergence	0.354410051908348
Chebyshev Distance	Jensen Shannon Index	0.370065513050245
Chebyshev Distance	K Divergence	0.271813851618055
Chebyshev Distance	VW6	0.313855230512432
Chebyshev Distance	VW5	0.109395122252515
Chebyshev Distance	VW4	0.360915461100097
Chebyshev Distance	VW3	0.109501059816339
Chebyshev Distance	VW2	0.0635892986375151
Chebyshev Distance	VW1	0.0679205611281675
Chebyshev Distance	Taneja Divergence	0.352233945467036
Chebyshev Distance	Symmetric Chi Squared Distance	0.0679205611281675
Chebyshev Distance	Squared Chi Squared Distance	0.366212388236812
Chebyshev Distance	Square Root Cosine Correlation	-0.550536062779709
Chebyshev Distance	Sorensen Distance	0.680132608712054
Chebyshev Distance	Minokowski 3 Distance	0.831105760301101
Chebyshev Distance	Minokowski 4 Distance	0.895324819364942
Chebyshev Distance	Kumar Johnson Divergence	0.0831885031954003
Chebyshev Distance	Kumar Hassebrook Similarity	-0.825166120826807
Chebyshev Distance	Kullback Leibler Divergence	0.257516542437041
Chebyshev Distance	Soergel Distance	0.718329921715619
Squared Euclidean Distance	Spectral Similarity Score	-0.703078886176897
Squared Euclidean Distance	Weighted Cosine Correlation	-0.423297876668663
Squared Euclidean Distance	Cosine Correlation	-0.703078886176897
Squared Euclidean Distance	Stein Scott Similarity	-0.359213582817213
Squared Euclidean Distance	Stein Scott Similarity Nist	-0.432934921038899
Squared Euclidean Distance	Pearson Correlation	-0.72920847534446
Squared Euclidean Distance	Spearman Correlation	-0.368101435879161
Squared Euclidean Distance	Kendall Tau Correlation	-0.36172817483435
Squared Euclidean Distance	Euclidean Distance	0.976744881281382
Squared Euclidean Distance	Manhattan Distance	0.859415362863775
Squared Euclidean Distance	Jaccard Distance	0.710548390707272
Squared Euclidean Distance	DWT Correlation	-0.593891151134914
Squared Euclidean Distance	DFT Correlation	-0.528267485488732
Squared Euclidean Distance	Chebyshev Distance	0.562749144541562
Squared Euclidean Distance	Squared Euclidean Distance	1
Squared Euclidean Distance	Fidelity Similarity	-0.320695343506792
Squared Euclidean Distance	Matusita Distance	0.87329212240795
Squared Euclidean Distance	Squared-chord Distance	0.879463268448523
Squared Euclidean Distance	Harmonic mean Distance	-0.399897012910661
Squared Euclidean Distance	Pearson Chi Squared Distance	0.139468863537819
Squared Euclidean Distance	Neyman Chi Squared Distance	0.550331244156476
Squared Euclidean Distance	Probabilistic symmetric X2 Distance	0.881361822975031
Squared Euclidean Distance	Topsoe Distance	0.882869187996809
Squared Euclidean Distance	Chernoff Distance	0.179901411890103
Squared Euclidean Distance	Ruzicka Distance	0.652987604907042
Squared Euclidean Distance	Roberts Distance	0.667834998810144
Squared Euclidean Distance	Motyka Distance	-0.664031241265408
Squared Euclidean Distance	Canberra Distance	0.147500757245473
Squared Euclidean Distance	Canberra Metric	0.330213577926296
Squared Euclidean Distance	Kulczynski 1 Distance	0.0312929391345309
Squared Euclidean Distance	Lorentzian Distance	0.81272734738868
Squared Euclidean Distance	Clark Distance	0.169580971889876
Squared Euclidean Distance	Hellinger Distance	0.873292122407873
Squared Euclidean Distance	Whittaker index of association Distance	0.344276995096183
Squared Euclidean Distance	Spectral Contrast Angle	0.705554846626921
Squared Euclidean Distance	Wave Hedges Distance	0.137440180666533
Squared Euclidean Distance	Dice Similarity	-0.709395397703529
Squared Euclidean Distance	Inner Product Distance	0.544902558339477
Squared Euclidean Distance	Divergence Distance	0.160956487424417
Squared Euclidean Distance	Jensen Differences Distance	0.882869187996808
Squared Euclidean Distance	Kumar Johnson Distance	0.0953560480910811
Squared Euclidean Distance	Avg (L1, L8) Distance	0.873127915584434
Squared Euclidean Distance	Vicis Wave Hadges Distance	0.110891113291143
Squared Euclidean Distance	Vicis-Symmetric X2 1 Distance	0.0803297438900566
Squared Euclidean Distance	Vicis-Symmetric X2 2 Distance	0.139655534400375
Squared Euclidean Distance	Vicis-Symmetric X2 3 Distance	0.876985870086811
Squared Euclidean Distance	Max Symmetric Chi Squared Distance	0.139469254250952
Squared Euclidean Distance	Min Symmetric Chi Squared Distance	0.550361355603313
Squared Euclidean Distance	Additive Symmetric Chi Squared	0.139655534400375
Squared Euclidean Distance	Battacharya Distance	0.172549990743748
Squared Euclidean Distance	Generalized Ochai Index	0.663791169690547
Squared Euclidean Distance	Gower Distance	0.556894916239918
Squared Euclidean Distance	Improved Square Root Cosine Similarity	-0.542035294039604
Squared Euclidean Distance	Intersection Similarity	-0.447235133299614
Squared Euclidean Distance	J Divergence	0.807050085010745
Squared Euclidean Distance	Jensen Shannon Index	0.882869187996808
Squared Euclidean Distance	K Divergence	0.561875964052654
Squared Euclidean Distance	VW6	0.550361355603313
Squared Euclidean Distance	VW5	0.139469254250952
Squared Euclidean Distance	VW4	0.876985870086811
Squared Euclidean Distance	VW3	0.139655534400375
Squared Euclidean Distance	VW2	0.0803297438900566
Squared Euclidean Distance	VW1	0.110891113291143
Squared Euclidean Distance	Taneja Divergence	0.800124551541151
Squared Euclidean Distance	Symmetric Chi Squared Distance	0.110891113291143
Squared Euclidean Distance	Squared Chi Squared Distance	0.881361822975032
Squared Euclidean Distance	Square Root Cosine Correlation	-0.716995324871307
Squared Euclidean Distance	Sorensen Distance	0.664031241265408
Squared Euclidean Distance	Minokowski 3 Distance	0.898614983018254
Squared Euclidean Distance	Minokowski 4 Distance	0.8268359069999
Squared Euclidean Distance	Kumar Johnson Divergence	0.0953560480910811
Squared Euclidean Distance	Kumar Hassebrook Similarity	-0.710548390707271
Squared Euclidean Distance	Kullback Leibler Divergence	0.525907429645721
Squared Euclidean Distance	Soergel Distance	0.652987604907042
Fidelity Similarity	Spectral Similarity Score	0.753445044882394
Fidelity Similarity	Weighted Cosine Correlation	0.729099164282527
Fidelity Similarity	Cosine Correlation	0.753445044882394
Fidelity Similarity	Stein Scott Similarity	0.668436253120458
Fidelity Similarity	Stein Scott Similarity Nist	0.771903537906572
Fidelity Similarity	Pearson Correlation	0.737753000619658
Fidelity Similarity	Spearman Correlation	0.722846697120847
Fidelity Similarity	Kendall Tau Correlation	0.727435993574861
Fidelity Similarity	Euclidean Distance	-0.369529859677948
Fidelity Similarity	Manhattan Distance	-0.00994280457291836
Fidelity Similarity	Jaccard Distance	-0.714869830263345
Fidelity Similarity	DWT Correlation	0.795991890567792
Fidelity Similarity	DFT Correlation	0.814828301410126
Fidelity Similarity	Chebyshev Distance	-0.460615443139124
Fidelity Similarity	Squared Euclidean Distance	-0.320695343506792
Fidelity Similarity	Fidelity Similarity	1
Fidelity Similarity	Matusita Distance	-0.243867505396465
Fidelity Similarity	Squared-chord Distance	-0.202578162534084
Fidelity Similarity	Harmonic mean Distance	0.98926575940534
Fidelity Similarity	Pearson Chi Squared Distance	-0.093543140704326
Fidelity Similarity	Neyman Chi Squared Distance	-0.333971437241527
Fidelity Similarity	Probabilistic symmetric X2 Distance	-0.123935855566234
Fidelity Similarity	Topsoe Distance	-0.158611951136682
Fidelity Similarity	Chernoff Distance	-0.856096198579498
Fidelity Similarity	Ruzicka Distance	-0.808458740273754
Fidelity Similarity	Roberts Distance	-0.79993935727742
Fidelity Similarity	Motyka Distance	0.83425027232174
Fidelity Similarity	Canberra Distance	0.310330152818456
Fidelity Similarity	Canberra Metric	-0.769376971595992
Fidelity Similarity	Kulczynski 1 Distance	-0.121650912135888
Fidelity Similarity	Lorentzian Distance	0.0408062840688772
Fidelity Similarity	Clark Distance	0.275593639540742
Fidelity Similarity	Hellinger Distance	-0.243867505396449
Fidelity Similarity	Whittaker index of association Distance	0.0704244370159656
Fidelity Similarity	Spectral Contrast Angle	-0.74077478747165
Fidelity Similarity	Wave Hedges Distance	0.338307884076645
Fidelity Similarity	Dice Similarity	0.751558000905918
Fidelity Similarity	Inner Product Distance	-0.867860088327615
Fidelity Similarity	Divergence Distance	0.267501922912521
Fidelity Similarity	Jensen Differences Distance	-0.158611951136682
Fidelity Similarity	Kumar Johnson Distance	-0.0727825301317149
Fidelity Similarity	Avg (L1, L8) Distance	-0.0353682520563668
Fidelity Similarity	Vicis Wave Hadges Distance	-0.0567431269305328
Fidelity Similarity	Vicis-Symmetric X2 1 Distance	-0.0582924437990822
Fidelity Similarity	Vicis-Symmetric X2 2 Distance	-0.0936563389210931
Fidelity Similarity	Vicis-Symmetric X2 3 Distance	-0.0907620941843542
Fidelity Similarity	Max Symmetric Chi Squared Distance	-0.0935430704277553
Fidelity Similarity	Min Symmetric Chi Squared Distance	-0.33490090226514
Fidelity Similarity	Additive Symmetric Chi Squared	-0.0936563389210931
Fidelity Similarity	Battacharya Distance	-0.58363688278813
Fidelity Similarity	Generalized Ochai Index	-0.82744814688451
Fidelity Similarity	Gower Distance	-0.44122612319944
Fidelity Similarity	Improved Square Root Cosine Similarity	0.274589558470739
Fidelity Similarity	Intersection Similarity	0.966832784899356
Fidelity Similarity	J Divergence	-0.346058798598746
Fidelity Similarity	Jensen Shannon Index	-0.158611951136682
Fidelity Similarity	K Divergence	-0.0393944443819728
Fidelity Similarity	VW6	-0.33490090226514
Fidelity Similarity	VW5	-0.0935430704277553
Fidelity Similarity	VW4	-0.0907620941843542
Fidelity Similarity	VW3	-0.0936563389210931
Fidelity Similarity	VW2	-0.0582924437990822
Fidelity Similarity	VW1	-0.0567431269305328
Fidelity Similarity	Taneja Divergence	-0.353877483938293
Fidelity Similarity	Symmetric Chi Squared Distance	-0.0567431269305331
Fidelity Similarity	Squared Chi Squared Distance	-0.123935855566234
Fidelity Similarity	Square Root Cosine Correlation	0.507382214498182
Fidelity Similarity	Sorensen Distance	-0.834250272321739
Fidelity Similarity	Minokowski 3 Distance	-0.487696310391787
Fidelity Similarity	Minokowski 4 Distance	-0.524567102082095
Fidelity Similarity	Kumar Johnson Divergence	-0.0727825301317149
Fidelity Similarity	Kumar Hassebrook Similarity	0.714869830263344
Fidelity Similarity	Kullback Leibler Divergence	-0.168649845801447
Fidelity Similarity	Soergel Distance	-0.808458740273754
Matusita Distance	Spectral Similarity Score	-0.546228671188781
Matusita Distance	Weighted Cosine Correlation	-0.505198132144083
Matusita Distance	Cosine Correlation	-0.546228671188781
Matusita Distance	Stein Scott Similarity	-0.42540877431292
Matusita Distance	Stein Scott Similarity Nist	-0.483671749142809
Matusita Distance	Pearson Correlation	-0.570756794254541
Matusita Distance	Spearman Correlation	-0.418318761171086
Matusita Distance	Kendall Tau Correlation	-0.411786487297684
Matusita Distance	Euclidean Distance	0.867762546625744
Matusita Distance	Manhattan Distance	0.951892492134737
Matusita Distance	Jaccard Distance	0.573537551225152
Matusita Distance	DWT Correlation	-0.566069940850973
Matusita Distance	DFT Correlation	-0.519258930114796
Matusita Distance	Chebyshev Distance	0.44060287387301
Matusita Distance	Squared Euclidean Distance	0.87329212240795
Matusita Distance	Fidelity Similarity	-0.243867505396465
Matusita Distance	Matusita Distance	1
Matusita Distance	Squared-chord Distance	0.9833008383825
Matusita Distance	Harmonic mean Distance	-0.308215149600427
Matusita Distance	Pearson Chi Squared Distance	0.111435609290964
Matusita Distance	Neyman Chi Squared Distance	0.488170171447245
Matusita Distance	Probabilistic symmetric X2 Distance	0.975755836472918
Matusita Distance	Topsoe Distance	0.9806184809801
Matusita Distance	Chernoff Distance	0.0702294415448607
Matusita Distance	Ruzicka Distance	0.611315272344614
Matusita Distance	Roberts Distance	0.583239919773565
Matusita Distance	Motyka Distance	-0.597446163460062
Matusita Distance	Canberra Distance	0.349025245079121
Matusita Distance	Canberra Metric	0.388612926832093
Matusita Distance	Kulczynski 1 Distance	0.00497818848534907
Matusita Distance	Lorentzian Distance	0.939821666253907
Matusita Distance	Clark Distance	0.390731901292857
Matusita Distance	Hellinger Distance	1
Matusita Distance	Whittaker index of association Distance	0.519915718531045
Matusita Distance	Spectral Contrast Angle	0.563296106173222
Matusita Distance	Wave Hedges Distance	0.334739241876369
Matusita Distance	Dice Similarity	-0.554017404355345
Matusita Distance	Inner Product Distance	0.391670587425668
Matusita Distance	Divergence Distance	0.368298165462688
Matusita Distance	Jensen Differences Distance	0.9806184809801
Matusita Distance	Kumar Johnson Distance	0.0642064792620639
Matusita Distance	Avg (L1, L8) Distance	0.956914947014343
Matusita Distance	Vicis Wave Hadges Distance	0.114972908466588
Matusita Distance	Vicis-Symmetric X2 1 Distance	0.0565552230031306
Matusita Distance	Vicis-Symmetric X2 2 Distance	0.111601311095126
Matusita Distance	Vicis-Symmetric X2 3 Distance	0.969978324917981
Matusita Distance	Max Symmetric Chi Squared Distance	0.111435650100956
Matusita Distance	Min Symmetric Chi Squared Distance	0.489080370144993
Matusita Distance	Additive Symmetric Chi Squared	0.111601311095126
Matusita Distance	Battacharya Distance	0.0930731141332716
Matusita Distance	Generalized Ochai Index	0.589311447773472
Matusita Distance	Gower Distance	0.416833292364364
Matusita Distance	Improved Square Root Cosine Similarity	-0.623662150905204
Matusita Distance	Intersection Similarity	-0.338540029471915
Matusita Distance	J Divergence	0.928808464946634
Matusita Distance	Jensen Shannon Index	0.9806184809801
Matusita Distance	K Divergence	0.573367143893998
Matusita Distance	VW6	0.489080370144993
Matusita Distance	VW5	0.111435650100956
Matusita Distance	VW4	0.969978324917981
Matusita Distance	VW3	0.111601311095126
Matusita Distance	VW2	0.0565552230031306
Matusita Distance	VW1	0.114972908466588
Matusita Distance	Taneja Divergence	0.922576703736355
Matusita Distance	Symmetric Chi Squared Distance	0.114972908466588
Matusita Distance	Squared Chi Squared Distance	0.975755836472917
Matusita Distance	Square Root Cosine Correlation	-0.76513715357134
Matusita Distance	Sorensen Distance	0.597446163460062
Matusita Distance	Minokowski 3 Distance	0.736287791269437
Matusita Distance	Minokowski 4 Distance	0.656145200809677
Matusita Distance	Kumar Johnson Divergence	0.0642064792620639
Matusita Distance	Kumar Hassebrook Similarity	-0.573537551225152
Matusita Distance	Kullback Leibler Divergence	0.555227326136991
Matusita Distance	Soergel Distance	0.611315272344614
Squared-chord Distance	Spectral Similarity Score	-0.499573582670126
Squared-chord Distance	Weighted Cosine Correlation	-0.427336871717708
Squared-chord Distance	Cosine Correlation	-0.499573582670126
Squared-chord Distance	Stein Scott Similarity	-0.353700156262213
Squared-chord Distance	Stein Scott Similarity Nist	-0.412419623451183
Squared-chord Distance	Pearson Correlation	-0.527419589887984
Squared-chord Distance	Spearman Correlation	-0.369889665327935
Squared-chord Distance	Kendall Tau Correlation	-0.361822032206146
Squared-chord Distance	Euclidean Distance	0.842654302346601
Squared-chord Distance	Manhattan Distance	0.971659590635653
Squared-chord Distance	Jaccard Distance	0.512038347469343
Squared-chord Distance	DWT Correlation	-0.497062590906036
Squared-chord Distance	DFT Correlation	-0.449129394873508
Squared-chord Distance	Chebyshev Distance	0.372172793440098
Squared-chord Distance	Squared Euclidean Distance	0.879463268448523
Squared-chord Distance	Fidelity Similarity	-0.202578162534084
Squared-chord Distance	Matusita Distance	0.9833008383825
Squared-chord Distance	Squared-chord Distance	1
Squared-chord Distance	Harmonic mean Distance	-0.264406753564327
Squared-chord Distance	Pearson Chi Squared Distance	0.108596372036284
Squared-chord Distance	Neyman Chi Squared Distance	0.47717048345169
Squared-chord Distance	Probabilistic symmetric X2 Distance	0.992681792995209
Squared-chord Distance	Topsoe Distance	0.997371301242248
Squared-chord Distance	Chernoff Distance	0.0379901169067788
Squared-chord Distance	Ruzicka Distance	0.53639973444225
Squared-chord Distance	Roberts Distance	0.521276624777813
Squared-chord Distance	Motyka Distance	-0.536821854394335
Squared-chord Distance	Canberra Distance	0.344683736401298
Squared-chord Distance	Canberra Metric	0.335497179613307
Squared-chord Distance	Kulczynski 1 Distance	0.00176588272158437
Squared-chord Distance	Lorentzian Distance	0.960958469107045
Squared-chord Distance	Clark Distance	0.380961555198188
Squared-chord Distance	Hellinger Distance	0.983300838382325
Squared-chord Distance	Whittaker index of association Distance	0.503114872172416
Squared-chord Distance	Spectral Contrast Angle	0.506655631205979
Squared-chord Distance	Wave Hedges Distance	0.331331310526575
Squared-chord Distance	Dice Similarity	-0.506455928686362
Squared-chord Distance	Inner Product Distance	0.354389616747924
Squared-chord Distance	Divergence Distance	0.362782944859422
Squared-chord Distance	Jensen Differences Distance	0.997371301242248
Squared-chord Distance	Kumar Johnson Distance	0.060989287775581
Squared-chord Distance	Avg (L1, L8) Distance	0.972469738667581
Squared-chord Distance	Vicis Wave Hadges Distance	0.114989292749532
Squared-chord Distance	Vicis-Symmetric X2 1 Distance	0.0545891230099775
Squared-chord Distance	Vicis-Symmetric X2 2 Distance	0.108758343262968
Squared-chord Distance	Vicis-Symmetric X2 3 Distance	0.987416968449049
Squared-chord Distance	Max Symmetric Chi Squared Distance	0.108596395250259
Squared-chord Distance	Min Symmetric Chi Squared Distance	0.478108727946601
