Score1	Score2	Pearson
Neyman Chi Squared Distance	Minokowski 3 Distance	0.467299323046775
Neyman Chi Squared Distance	Minokowski 4 Distance	0.468512950829607
Neyman Chi Squared Distance	Kumar Johnson Divergence	-0.0164852196903694
Neyman Chi Squared Distance	Kumar Hassebrook Similarity	-0.311465305134313
Neyman Chi Squared Distance	Kullback Leibler Divergence	0.573387802713589
Neyman Chi Squared Distance	Soergel Distance	0.315952084112144
Probabilistic symmetric X2 Distance	Spectral Similarity Score	-0.912139726850517
Probabilistic symmetric X2 Distance	Weighted Cosine Correlation	-0.790965254212945
Probabilistic symmetric X2 Distance	Cosine Correlation	-0.912139726850517
Probabilistic symmetric X2 Distance	Stein Scott Similarity	-0.713467085282436
Probabilistic symmetric X2 Distance	Stein Scott Similarity Nist	-0.830739954126363
Probabilistic symmetric X2 Distance	Pearson Correlation	-0.904586828307229
Probabilistic symmetric X2 Distance	Spearman Correlation	-0.740421271696365
Probabilistic symmetric X2 Distance	Kendall Tau Correlation	-0.742230370138237
Probabilistic symmetric X2 Distance	Euclidean Distance	0.6776579633549
Probabilistic symmetric X2 Distance	Manhattan Distance	0.990848059253456
Probabilistic symmetric X2 Distance	Jaccard Distance	0.906549128522542
Probabilistic symmetric X2 Distance	DWT Correlation	-0.905696826114279
Probabilistic symmetric X2 Distance	DFT Correlation	-0.89796921065596
Probabilistic symmetric X2 Distance	Chebyshev Distance	0.512210513797051
Probabilistic symmetric X2 Distance	Squared Euclidean Distance	0.580102884950125
Probabilistic symmetric X2 Distance	Fidelity Similarity	-0.988932682494211
Probabilistic symmetric X2 Distance	Matusita Distance	0.98632805385373
Probabilistic symmetric X2 Distance	Squared-chord Distance	0.988932682494257
Probabilistic symmetric X2 Distance	Harmonic mean Distance	-1
Probabilistic symmetric X2 Distance	Pearson Chi Squared Distance	0.0701293964768902
Probabilistic symmetric X2 Distance	Neyman Chi Squared Distance	0.376629737935263
Probabilistic symmetric X2 Distance	Probabilistic symmetric X2 Distance	1
Probabilistic symmetric X2 Distance	Topsoe Distance	0.99803757772164
Probabilistic symmetric X2 Distance	Chernoff Distance	0.844247881667354
Probabilistic symmetric X2 Distance	Ruzicka Distance	0.966385866273082
Probabilistic symmetric X2 Distance	Roberts Distance	0.968530640643831
Probabilistic symmetric X2 Distance	Motyka Distance	-0.990848059253632
Probabilistic symmetric X2 Distance	Canberra Distance	-0.0821092560892387
Probabilistic symmetric X2 Distance	Canberra Metric	0.744138621169633
Probabilistic symmetric X2 Distance	Kulczynski 1 Distance	0.124398769450898
Probabilistic symmetric X2 Distance	Lorentzian Distance	0.974734104979323
Probabilistic symmetric X2 Distance	Clark Distance	-0.0448650237066794
Probabilistic symmetric X2 Distance	Hellinger Distance	0.986328053853762
Probabilistic symmetric X2 Distance	Whittaker index of association Distance	0.185840612554164
Probabilistic symmetric X2 Distance	Spectral Contrast Angle	0.908973351212548
Probabilistic symmetric X2 Distance	Wave Hedges Distance	-0.107446109775068
Probabilistic symmetric X2 Distance	Dice Similarity	-0.92568019157456
Probabilistic symmetric X2 Distance	Inner Product Distance	0.702603628111728
Probabilistic symmetric X2 Distance	Divergence Distance	-0.0448770054581882
Probabilistic symmetric X2 Distance	Jensen Differences Distance	0.998037577720545
Probabilistic symmetric X2 Distance	Kumar Johnson Distance	0.0289505405189995
Probabilistic symmetric X2 Distance	Avg (L1, L8) Distance	0.93361379466994
Probabilistic symmetric X2 Distance	Vicis Wave Hadges Distance	0.0361621007115659
Probabilistic symmetric X2 Distance	Vicis-Symmetric X2 1 Distance	0.00965076878418905
Probabilistic symmetric X2 Distance	Vicis-Symmetric X2 2 Distance	0.0705334414895675
Probabilistic symmetric X2 Distance	Vicis-Symmetric X2 3 Distance	0.998714573862082
Probabilistic symmetric X2 Distance	Max Symmetric Chi Squared Distance	0.0701396956146894
Probabilistic symmetric X2 Distance	Min Symmetric Chi Squared Distance	0.382072436587395
Probabilistic symmetric X2 Distance	Additive Symmetric Chi Squared	0.0705334414895676
Probabilistic symmetric X2 Distance	Battacharya Distance	0.561967662818177
Probabilistic symmetric X2 Distance	Generalized Ochai Index	0.990848059253492
Probabilistic symmetric X2 Distance	Gower Distance	0.487979378474949
Probabilistic symmetric X2 Distance	Improved Square Root Cosine Similarity	-0.583118280181593
Probabilistic symmetric X2 Distance	Intersection Similarity	-0.990848059253471
Probabilistic symmetric X2 Distance	J Divergence	0.881860958469252
Probabilistic symmetric X2 Distance	Jensen Shannon Index	0.998037577720545
Probabilistic symmetric X2 Distance	K Divergence	0.985506688682977
Probabilistic symmetric X2 Distance	VW6	0.382072436587395
Probabilistic symmetric X2 Distance	VW5	0.0701396956146894
Probabilistic symmetric X2 Distance	VW4	0.998714573862082
Probabilistic symmetric X2 Distance	VW3	0.0705334414895675
Probabilistic symmetric X2 Distance	VW2	0.00965076878418905
Probabilistic symmetric X2 Distance	VW1	0.0361621007115659
Probabilistic symmetric X2 Distance	Taneja Divergence	0.873591645055959
Probabilistic symmetric X2 Distance	Symmetric Chi Squared Distance	0.036162099605859
Probabilistic symmetric X2 Distance	Squared Chi Squared Distance	1
Probabilistic symmetric X2 Distance	Square Root Cosine Correlation	-0.988932682494211
Probabilistic symmetric X2 Distance	Sorensen Distance	0.990848059253492
Probabilistic symmetric X2 Distance	Minokowski 3 Distance	0.586443855779771
Probabilistic symmetric X2 Distance	Minokowski 4 Distance	0.553907119436574
Probabilistic symmetric X2 Distance	Kumar Johnson Divergence	0.0289505405189995
Probabilistic symmetric X2 Distance	Kumar Hassebrook Similarity	-0.906549128523657
Probabilistic symmetric X2 Distance	Kullback Leibler Divergence	0.663574000896423
Probabilistic symmetric X2 Distance	Soergel Distance	0.966385866273082
Topsoe Distance	Spectral Similarity Score	-0.907778792541162
Topsoe Distance	Weighted Cosine Correlation	-0.797153784424198
Topsoe Distance	Cosine Correlation	-0.907778792541162
Topsoe Distance	Stein Scott Similarity	-0.719190292246269
Topsoe Distance	Stein Scott Similarity Nist	-0.839020022678089
Topsoe Distance	Pearson Correlation	-0.901069203820183
Topsoe Distance	Spearman Correlation	-0.754886753677945
Topsoe Distance	Kendall Tau Correlation	-0.75641137769363
Topsoe Distance	Euclidean Distance	0.672957103377878
Topsoe Distance	Manhattan Distance	0.982505592570592
Topsoe Distance	Jaccard Distance	0.894803766776982
Topsoe Distance	DWT Correlation	-0.906950075651598
Topsoe Distance	DFT Correlation	-0.903313468510199
Topsoe Distance	Chebyshev Distance	0.508959853486087
Topsoe Distance	Squared Euclidean Distance	0.578065780499412
Topsoe Distance	Fidelity Similarity	-0.996016546193862
Topsoe Distance	Matusita Distance	0.989428704776859
Topsoe Distance	Squared-chord Distance	0.996016546193891
Topsoe Distance	Harmonic mean Distance	-0.998037577721653
Topsoe Distance	Pearson Chi Squared Distance	0.0730260069374626
Topsoe Distance	Neyman Chi Squared Distance	0.393887283253369
Topsoe Distance	Probabilistic symmetric X2 Distance	0.99803757772164
Topsoe Distance	Topsoe Distance	1
Topsoe Distance	Chernoff Distance	0.855665870814604
Topsoe Distance	Ruzicka Distance	0.95460409027268
Topsoe Distance	Roberts Distance	0.955465587813474
Topsoe Distance	Motyka Distance	-0.982505592570958
Topsoe Distance	Canberra Distance	-0.0934270637882141
Topsoe Distance	Canberra Metric	0.742157283060426
Topsoe Distance	Kulczynski 1 Distance	0.131478574336544
Topsoe Distance	Lorentzian Distance	0.965882139696781
Topsoe Distance	Clark Distance	-0.0558758014782462
Topsoe Distance	Hellinger Distance	0.989428704776923
Topsoe Distance	Whittaker index of association Distance	0.171112683642365
Topsoe Distance	Spectral Contrast Angle	0.902306563820931
Topsoe Distance	Wave Hedges Distance	-0.118969723296329
Topsoe Distance	Dice Similarity	-0.918191692630805
Topsoe Distance	Inner Product Distance	0.703293246287375
Topsoe Distance	Divergence Distance	-0.0557121015585399
Topsoe Distance	Jensen Differences Distance	1
Topsoe Distance	Kumar Johnson Distance	0.0310363409372427
Topsoe Distance	Avg (L1, L8) Distance	0.926172115260683
Topsoe Distance	Vicis Wave Hadges Distance	0.0354915530654392
Topsoe Distance	Vicis-Symmetric X2 1 Distance	0.0107953613724398
Topsoe Distance	Vicis-Symmetric X2 2 Distance	0.0734485650944509
Topsoe Distance	Vicis-Symmetric X2 3 Distance	0.993989596963163
Topsoe Distance	Max Symmetric Chi Squared Distance	0.0730368024779499
Topsoe Distance	Min Symmetric Chi Squared Distance	0.399554907983779
Topsoe Distance	Additive Symmetric Chi Squared	0.073448565094451
Topsoe Distance	Battacharya Distance	0.578569971588
Topsoe Distance	Generalized Ochai Index	0.982505592570567
Topsoe Distance	Gower Distance	0.493990213574103
Topsoe Distance	Improved Square Root Cosine Similarity	-0.593332871391345
Topsoe Distance	Intersection Similarity	-0.982505592570561
Topsoe Distance	J Divergence	0.90226718154981
Topsoe Distance	Jensen Shannon Index	1
Topsoe Distance	K Divergence	0.983723597185397
Topsoe Distance	VW6	0.399554907983779
Topsoe Distance	VW5	0.0730368024779499
Topsoe Distance	VW4	0.993989596963163
Topsoe Distance	VW3	0.0734485650944509
Topsoe Distance	VW2	0.0107953613724398
Topsoe Distance	VW1	0.0354915530654392
Topsoe Distance	Taneja Divergence	0.894656212049346
Topsoe Distance	Symmetric Chi Squared Distance	0.035491551928912
Topsoe Distance	Squared Chi Squared Distance	0.998037577721674
Topsoe Distance	Square Root Cosine Correlation	-0.996016546193862
Topsoe Distance	Sorensen Distance	0.982505592570567
Topsoe Distance	Minokowski 3 Distance	0.582408288116883
Topsoe Distance	Minokowski 4 Distance	0.550190314513074
Topsoe Distance	Kumar Johnson Divergence	0.0310363409372427
Topsoe Distance	Kumar Hassebrook Similarity	-0.894803766778222
Topsoe Distance	Kullback Leibler Divergence	0.69182633444128
Topsoe Distance	Soergel Distance	0.95460409027268
Chernoff Distance	Spectral Similarity Score	-0.696526030031337
Chernoff Distance	Weighted Cosine Correlation	-0.625792411399891
Chernoff Distance	Cosine Correlation	-0.696526030031337
Chernoff Distance	Stein Scott Similarity	-0.553109160710087
Chernoff Distance	Stein Scott Similarity Nist	-0.680208538633042
Chernoff Distance	Pearson Correlation	-0.693312028599417
Chernoff Distance	Spearman Correlation	-0.670638116699046
Chernoff Distance	Kendall Tau Correlation	-0.677917453336922
Chernoff Distance	Euclidean Distance	0.681647859358509
Chernoff Distance	Manhattan Distance	0.819903007382776
Chernoff Distance	Jaccard Distance	0.659465945386282
Chernoff Distance	DWT Correlation	-0.68681295146264
Chernoff Distance	DFT Correlation	-0.700349391149677
Chernoff Distance	Chebyshev Distance	0.542332383484639
Chernoff Distance	Squared Euclidean Distance	0.632445143408406
Chernoff Distance	Fidelity Similarity	-0.869442164657113
Chernoff Distance	Matusita Distance	0.826654055829734
Chernoff Distance	Squared-chord Distance	0.869442164656931
Chernoff Distance	Harmonic mean Distance	-0.844247881667664
Chernoff Distance	Pearson Chi Squared Distance	0.0128536791150239
Chernoff Distance	Neyman Chi Squared Distance	0.386660045219531
Chernoff Distance	Probabilistic symmetric X2 Distance	0.844247881667354
Chernoff Distance	Topsoe Distance	0.855665870814604
Chernoff Distance	Chernoff Distance	1
Chernoff Distance	Ruzicka Distance	0.758294104387781
Chernoff Distance	Roberts Distance	0.788870954178324
Chernoff Distance	Motyka Distance	-0.819903007385156
Chernoff Distance	Canberra Distance	-0.248820000149312
Chernoff Distance	Canberra Metric	0.732379059594011
Chernoff Distance	Kulczynski 1 Distance	0.196176576288994
Chernoff Distance	Lorentzian Distance	0.773828440423439
Chernoff Distance	Clark Distance	-0.215596758201946
Chernoff Distance	Hellinger Distance	0.826654055829899
Chernoff Distance	Whittaker index of association Distance	-0.05435977378215
Chernoff Distance	Spectral Contrast Angle	0.672794756737222
Chernoff Distance	Wave Hedges Distance	-0.274880874911132
Chernoff Distance	Dice Similarity	-0.712851367118005
Chernoff Distance	Inner Product Distance	0.475068669473578
Chernoff Distance	Divergence Distance	-0.208809383139855
Chernoff Distance	Jensen Differences Distance	0.85566587082686
Chernoff Distance	Kumar Johnson Distance	-0.0089289024083812
Chernoff Distance	Avg (L1, L8) Distance	0.819285255967576
Chernoff Distance	Vicis Wave Hadges Distance	-0.080910349065559
Chernoff Distance	Vicis-Symmetric X2 1 Distance	-0.033012142017955
Chernoff Distance	Vicis-Symmetric X2 2 Distance	0.0132684031706653
Chernoff Distance	Vicis-Symmetric X2 3 Distance	0.835838243200738
Chernoff Distance	Max Symmetric Chi Squared Distance	0.0128652388515902
Chernoff Distance	Min Symmetric Chi Squared Distance	0.391158582030078
Chernoff Distance	Additive Symmetric Chi Squared	0.0132684031706653
Chernoff Distance	Battacharya Distance	0.660077200704945
Chernoff Distance	Generalized Ochai Index	0.819903007382264
Chernoff Distance	Gower Distance	0.583230489770375
Chernoff Distance	Improved Square Root Cosine Similarity	-0.409845096071074
Chernoff Distance	Intersection Similarity	-0.819903007382111
Chernoff Distance	J Divergence	0.8675014549162
Chernoff Distance	Jensen Shannon Index	0.85566587082686
Chernoff Distance	K Divergence	0.882323689192848
Chernoff Distance	VW6	0.391158582030078
Chernoff Distance	VW5	0.0128652388515902
Chernoff Distance	VW4	0.835838243200738
Chernoff Distance	VW3	0.0132684031706653
Chernoff Distance	VW2	-0.033012142017955
Chernoff Distance	VW1	-0.080910349065559
Chernoff Distance	Taneja Divergence	0.864437934378633
Chernoff Distance	Symmetric Chi Squared Distance	-0.0809103498396689
Chernoff Distance	Squared Chi Squared Distance	0.844247881667406
Chernoff Distance	Square Root Cosine Correlation	-0.869442164657114
Chernoff Distance	Sorensen Distance	0.819903007382265
Chernoff Distance	Minokowski 3 Distance	0.608192414709087
Chernoff Distance	Minokowski 4 Distance	0.580180847399319
Chernoff Distance	Kumar Johnson Divergence	-0.0089289024083812
Chernoff Distance	Kumar Hassebrook Similarity	-0.659465945388915
Chernoff Distance	Kullback Leibler Divergence	0.521361832841583
Chernoff Distance	Soergel Distance	0.758294104387781
Ruzicka Distance	Spectral Similarity Score	-0.872781227001809
Ruzicka Distance	Weighted Cosine Correlation	-0.812131824994684
Ruzicka Distance	Cosine Correlation	-0.872781227001809
Ruzicka Distance	Stein Scott Similarity	-0.737265510947602
Ruzicka Distance	Stein Scott Similarity Nist	-0.830550915096633
Ruzicka Distance	Pearson Correlation	-0.864267350017701
Ruzicka Distance	Spearman Correlation	-0.715402163914286
Ruzicka Distance	Kendall Tau Correlation	-0.720121942910143
Ruzicka Distance	Euclidean Distance	0.654594041921386
Ruzicka Distance	Manhattan Distance	0.98600847742449
Ruzicka Distance	Jaccard Distance	0.915041046413308
Ruzicka Distance	DWT Correlation	-0.904388263490644
Ruzicka Distance	DFT Correlation	-0.887458562504685
Ruzicka Distance	Chebyshev Distance	0.490022246403626
Ruzicka Distance	Squared Euclidean Distance	0.53848782137349
Ruzicka Distance	Fidelity Similarity	-0.935579484304457
Ruzicka Distance	Matusita Distance	0.966390077543628
Ruzicka Distance	Squared-chord Distance	0.935579484304545
Ruzicka Distance	Harmonic mean Distance	-0.966385866273139
Ruzicka Distance	Pearson Chi Squared Distance	0.0675045910664946
Ruzicka Distance	Neyman Chi Squared Distance	0.315952084112144
Ruzicka Distance	Probabilistic symmetric X2 Distance	0.966385866273082
Ruzicka Distance	Topsoe Distance	0.95460409027268
Ruzicka Distance	Chernoff Distance	0.758294104387781
Ruzicka Distance	Ruzicka Distance	1
Ruzicka Distance	Roberts Distance	0.988472426654114
Ruzicka Distance	Motyka Distance	-0.986008477424159
Ruzicka Distance	Canberra Distance	-0.0487364974187747
Ruzicka Distance	Canberra Metric	0.760252382990298
Ruzicka Distance	Kulczynski 1 Distance	0.0975175082502364
Ruzicka Distance	Lorentzian Distance	0.978306734934847
Ruzicka Distance	Clark Distance	-0.0101370265995173
Ruzicka Distance	Hellinger Distance	0.966390077543765
Ruzicka Distance	Whittaker index of association Distance	0.219892323798963
Ruzicka Distance	Spectral Contrast Angle	0.89124910332901
Ruzicka Distance	Wave Hedges Distance	-0.0729633307547092
Ruzicka Distance	Dice Similarity	-0.897920508244072
Ruzicka Distance	Inner Product Distance	0.65401297583359
Ruzicka Distance	Divergence Distance	-0.0138493740821145
Ruzicka Distance	Jensen Differences Distance	0.954604090268439
Ruzicka Distance	Kumar Johnson Distance	0.0278111490595772
Ruzicka Distance	Avg (L1, L8) Distance	0.921287817555058
Ruzicka Distance	Vicis Wave Hadges Distance	0.0422459018182789
Ruzicka Distance	Vicis-Symmetric X2 1 Distance	0.0104127928500215
Ruzicka Distance	Vicis-Symmetric X2 2 Distance	0.0678435532123597
Ruzicka Distance	Vicis-Symmetric X2 3 Distance	0.975327996556356
Ruzicka Distance	Max Symmetric Chi Squared Distance	0.0675128390270464
Ruzicka Distance	Min Symmetric Chi Squared Distance	0.320917539170291
Ruzicka Distance	Additive Symmetric Chi Squared	0.0678435532123598
Ruzicka Distance	Battacharya Distance	0.480143798608732
Ruzicka Distance	Generalized Ochai Index	0.986008477424437
Ruzicka Distance	Gower Distance	0.453369800602107
Ruzicka Distance	Improved Square Root Cosine Similarity	-0.524808515368102
Ruzicka Distance	Intersection Similarity	-0.986008477424447
Ruzicka Distance	J Divergence	0.812032323364779
Ruzicka Distance	Jensen Shannon Index	0.954604090268439
Ruzicka Distance	K Divergence	0.954272958915207
Ruzicka Distance	VW6	0.320917539170291
Ruzicka Distance	VW5	0.0675128390270464
Ruzicka Distance	VW4	0.975327996556356
Ruzicka Distance	VW3	0.0678435532123597
Ruzicka Distance	VW2	0.0104127928500215
Ruzicka Distance	VW1	0.0422459018182789
Ruzicka Distance	Taneja Divergence	0.802986596522458
Ruzicka Distance	Symmetric Chi Squared Distance	0.0422459010415606
Ruzicka Distance	Squared Chi Squared Distance	0.966385866273122
Ruzicka Distance	Square Root Cosine Correlation	-0.935579484304458
Ruzicka Distance	Sorensen Distance	0.986008477424437
Ruzicka Distance	Minokowski 3 Distance	0.56370553278596
Ruzicka Distance	Minokowski 4 Distance	0.531392503537305
Ruzicka Distance	Kumar Johnson Divergence	0.0278111490595772
Ruzicka Distance	Kumar Hassebrook Similarity	-0.915041046413711
Ruzicka Distance	Kullback Leibler Divergence	0.587790820284202
Ruzicka Distance	Soergel Distance	1
Roberts Distance	Spectral Similarity Score	-0.877764947224875
Roberts Distance	Weighted Cosine Correlation	-0.765724148373618
Roberts Distance	Cosine Correlation	-0.877764947224875
Roberts Distance	Stein Scott Similarity	-0.692168035513289
Roberts Distance	Stein Scott Similarity Nist	-0.795253690606041
Roberts Distance	Pearson Correlation	-0.868733555794012
Roberts Distance	Spearman Correlation	-0.694936928235222
Roberts Distance	Kendall Tau Correlation	-0.698525353233755
Roberts Distance	Euclidean Distance	0.674838796985675
Roberts Distance	Manhattan Distance	0.993173182401664
Roberts Distance	Jaccard Distance	0.908461535815163
Roberts Distance	DWT Correlation	-0.875392457556876
Roberts Distance	DFT Correlation	-0.859137462959393
Roberts Distance	Chebyshev Distance	0.506773945998814
Roberts Distance	Squared Euclidean Distance	0.565519672989818
Roberts Distance	Fidelity Similarity	-0.935469991508771
Roberts Distance	Matusita Distance	0.950027129351739
Roberts Distance	Squared-chord Distance	0.935469991508947
Roberts Distance	Harmonic mean Distance	-0.968530640643957
Roberts Distance	Pearson Chi Squared Distance	0.0613177836154582
Roberts Distance	Neyman Chi Squared Distance	0.324337498693557
Roberts Distance	Probabilistic symmetric X2 Distance	0.968530640643831
Roberts Distance	Topsoe Distance	0.955465587813474
Roberts Distance	Chernoff Distance	0.788870954178324
Roberts Distance	Ruzicka Distance	0.988472426654114
Roberts Distance	Roberts Distance	1
Roberts Distance	Motyka Distance	-0.993173182401621
Roberts Distance	Canberra Distance	-0.0617965738026728
Roberts Distance	Canberra Metric	0.753461106849306
Roberts Distance	Kulczynski 1 Distance	0.104334968106059
Roberts Distance	Lorentzian Distance	0.980345370070461
Roberts Distance	Clark Distance	-0.0253277453894923
Roberts Distance	Hellinger Distance	0.950027129351869
Roberts Distance	Whittaker index of association Distance	0.207978612445638
Roberts Distance	Spectral Contrast Angle	0.885984302943455
Roberts Distance	Wave Hedges Distance	-0.0861202326958344
Roberts Distance	Dice Similarity	-0.906138716155761
Roberts Distance	Inner Product Distance	0.645140260454251
Roberts Distance	Divergence Distance	-0.0265521467160643
Roberts Distance	Jensen Differences Distance	0.95546558781178
Roberts Distance	Kumar Johnson Distance	0.0232341475894509
Roberts Distance	Avg (L1, L8) Distance	0.933185842169837
Roberts Distance	Vicis Wave Hadges Distance	0.0349399661931198
Roberts Distance	Vicis-Symmetric X2 1 Distance	0.0064075035297968
Roberts Distance	Vicis-Symmetric X2 2 Distance	0.0616657305186815
Roberts Distance	Vicis-Symmetric X2 3 Distance	0.979155612494759
Roberts Distance	Max Symmetric Chi Squared Distance	0.061326563378991
Roberts Distance	Min Symmetric Chi Squared Distance	0.329113335587883
Roberts Distance	Additive Symmetric Chi Squared	0.0616657305186816
Roberts Distance	Battacharya Distance	0.500210110456406
Roberts Distance	Generalized Ochai Index	0.993173182401689
Roberts Distance	Gower Distance	0.470354962189509
Roberts Distance	Improved Square Root Cosine Similarity	-0.512219008264453
Roberts Distance	Intersection Similarity	-0.99317318240171
Roberts Distance	J Divergence	0.812278035933151
Roberts Distance	Jensen Shannon Index	0.95546558781178
Roberts Distance	K Divergence	0.959583163790772
Roberts Distance	VW6	0.329113335587883
Roberts Distance	VW5	0.061326563378991
Roberts Distance	VW4	0.979155612494759
Roberts Distance	VW3	0.0616657305186815
Roberts Distance	VW2	0.0064075035297968
Roberts Distance	VW1	0.0349399661931198
Roberts Distance	Taneja Divergence	0.803206546659924
Roberts Distance	Symmetric Chi Squared Distance	0.0349399656367619
Roberts Distance	Squared Chi Squared Distance	0.968530640643857
Roberts Distance	Square Root Cosine Correlation	-0.935469991508771
Roberts Distance	Sorensen Distance	0.993173182401689
Roberts Distance	Minokowski 3 Distance	0.582683567560756
Roberts Distance	Minokowski 4 Distance	0.549504933239897
Roberts Distance	Kumar Johnson Divergence	0.0232341475894509
Roberts Distance	Kumar Hassebrook Similarity	-0.90846153581578
Roberts Distance	Kullback Leibler Divergence	0.574320707213429
Roberts Distance	Soergel Distance	0.988472426654114
Motyka Distance	Spectral Similarity Score	0.901138842738887
Motyka Distance	Weighted Cosine Correlation	0.78236302141604
Motyka Distance	Cosine Correlation	0.901138842738887
Motyka Distance	Stein Scott Similarity	0.70640412756052
Motyka Distance	Stein Scott Similarity Nist	0.816803867439276
Motyka Distance	Pearson Correlation	0.892665938045328
Motyka Distance	Spearman Correlation	0.72004725161979
Motyka Distance	Kendall Tau Correlation	0.722823337449519
Motyka Distance	Euclidean Distance	-0.681854002904591
Motyka Distance	Manhattan Distance	-1
Motyka Distance	Jaccard Distance	-0.915525752096712
Motyka Distance	DWT Correlation	0.895940685272213
Motyka Distance	DFT Correlation	0.883149471828045
Motyka Distance	Chebyshev Distance	-0.513780816923514
Motyka Distance	Squared Euclidean Distance	-0.577150229200172
Motyka Distance	Fidelity Similarity	0.966968386282621
Motyka Distance	Matusita Distance	-0.973773082506094
Motyka Distance	Squared-chord Distance	-0.96696838628272
Motyka Distance	Harmonic mean Distance	0.990848059253702
Motyka Distance	Pearson Chi Squared Distance	-0.0656900259094312
Motyka Distance	Neyman Chi Squared Distance	-0.34978520025207
Motyka Distance	Probabilistic symmetric X2 Distance	-0.990848059253632
Motyka Distance	Topsoe Distance	-0.982505592570958
Motyka Distance	Chernoff Distance	-0.819903007385156
Motyka Distance	Ruzicka Distance	-0.986008477424159
Motyka Distance	Roberts Distance	-0.993173182401621
Motyka Distance	Motyka Distance	1
Motyka Distance	Canberra Distance	0.0708964559267297
Motyka Distance	Canberra Metric	-0.754384745379841
Motyka Distance	Kulczynski 1 Distance	-0.113897831818001
Motyka Distance	Lorentzian Distance	-0.98547205575216
Motyka Distance	Clark Distance	0.0338370375282069
Motyka Distance	Hellinger Distance	-0.973773082506272
Motyka Distance	Whittaker index of association Distance	-0.200307934720284
Motyka Distance	Spectral Contrast Angle	-0.904146907044713
Motyka Distance	Wave Hedges Distance	0.0958595996227469
Motyka Distance	Dice Similarity	0.923066811970285
Motyka Distance	Inner Product Distance	-0.677068427249795
Motyka Distance	Divergence Distance	0.0344983884471598
Motyka Distance	Jensen Differences Distance	-0.982505592569208
Motyka Distance	Kumar Johnson Distance	-0.0259030118965949
Motyka Distance	Avg (L1, L8) Distance	-0.940990250848907
Motyka Distance	Vicis Wave Hadges Distance	-0.0358521745396318
Motyka Distance	Vicis-Symmetric X2 1 Distance	-0.00785572652773911
Motyka Distance	Vicis-Symmetric X2 2 Distance	-0.0660652727535588
Motyka Distance	Vicis-Symmetric X2 3 Distance	-0.996163885859289
Motyka Distance	Max Symmetric Chi Squared Distance	-0.0656995403563198
Motyka Distance	Min Symmetric Chi Squared Distance	-0.354890319831574
Motyka Distance	Additive Symmetric Chi Squared	-0.0660652727535588
Motyka Distance	Battacharya Distance	-0.531488279300047
Motyka Distance	Generalized Ochai Index	-1
Motyka Distance	Gower Distance	-0.481591878478671
Motyka Distance	Improved Square Root Cosine Similarity	0.548376989055531
Motyka Distance	Intersection Similarity	1
Motyka Distance	J Divergence	-0.849217359123501
Motyka Distance	Jensen Shannon Index	-0.982505592569208
Motyka Distance	K Divergence	-0.979224053541722
Motyka Distance	VW6	-0.354890319831574
Motyka Distance	VW5	-0.0656995403563198
Motyka Distance	VW4	-0.996163885859289
Motyka Distance	VW3	-0.0660652727535588
Motyka Distance	VW2	-0.00785572652773911
Motyka Distance	VW1	-0.0358521745396318
Motyka Distance	Taneja Divergence	-0.840393195917582
Motyka Distance	Symmetric Chi Squared Distance	-0.0358521737022187
Motyka Distance	Squared Chi Squared Distance	-0.990848059253707
Motyka Distance	Square Root Cosine Correlation	0.966968386282621
Motyka Distance	Sorensen Distance	-1
Motyka Distance	Minokowski 3 Distance	-0.589487914381673
Motyka Distance	Minokowski 4 Distance	-0.556362120601219
Motyka Distance	Kumar Johnson Divergence	-0.0259030118965949
Motyka Distance	Kumar Hassebrook Similarity	0.915525752097487
Motyka Distance	Kullback Leibler Divergence	-0.617863353519525
Motyka Distance	Soergel Distance	-0.986008477424159
Canberra Distance	Spectral Similarity Score	0.0745416042411193
Canberra Distance	Weighted Cosine Correlation	0.0523048428263224
Canberra Distance	Cosine Correlation	0.0745416042411193
Canberra Distance	Stein Scott Similarity	0.105805411550915
Canberra Distance	Stein Scott Similarity Nist	0.111317598754328
Canberra Distance	Pearson Correlation	0.120087940354521
Canberra Distance	Spearman Correlation	0.284830273001227
Canberra Distance	Kendall Tau Correlation	0.290506978622366
Canberra Distance	Euclidean Distance	-0.345204741102106
Canberra Distance	Manhattan Distance	-0.0708964559231435
Canberra Distance	Jaccard Distance	-0.0416549868621164
Canberra Distance	DWT Correlation	0.0808851347545597
Canberra Distance	DFT Correlation	0.0543631430353203
Canberra Distance	Chebyshev Distance	-0.288450379172939
Canberra Distance	Squared Euclidean Distance	-0.32293700999059
Canberra Distance	Fidelity Similarity	0.116536178048051
Canberra Distance	Matusita Distance	-0.0957185652389621
Canberra Distance	Squared-chord Distance	-0.11653617804737
Canberra Distance	Harmonic mean Distance	0.0821092560897503
Canberra Distance	Pearson Chi Squared Distance	0.174965376312258
Canberra Distance	Neyman Chi Squared Distance	-0.11710737131828
Canberra Distance	Probabilistic symmetric X2 Distance	-0.0821092560892387
Canberra Distance	Topsoe Distance	-0.0934270637882141
Canberra Distance	Chernoff Distance	-0.248820000149312
Canberra Distance	Ruzicka Distance	-0.0487364974187747
Canberra Distance	Roberts Distance	-0.0617965738026728
Canberra Distance	Motyka Distance	0.0708964559267297
Canberra Distance	Canberra Distance	1
Canberra Distance	Canberra Metric	-0.0672779490355605
Canberra Distance	Kulczynski 1 Distance	-0.0899617676264198
